,distance,speed,temp_inside,temp_outside,gas_type_E10,gas_type_SP98,external_temp_COLD,external_temp_HOT,consume
0,0.36871372275967873,-1.1728038185747347,-0.4256434467161003,0.09190835968219502,1.1937336386313324,-1.1937336386313324,0.3622089663122215,-0.3622089663122214,5.0
1,-0.33804355358332466,-0.8782744453663224,-0.4256434467161003,0.2351229924399928,1.1937336386313324,-1.1937336386313324,0.3622089663122215,-0.3622089663122214,4.2
2,-0.37338141740047487,-0.2892156989494975,-0.4256434467161003,0.5215522579555883,1.1937336386313324,-1.1937336386313324,0.3622089663122215,-0.3622089663122214,5.5
3,-0.2982884567890307,-0.4364803855537037,-0.4256434467161003,0.3783376251977906,1.1937336386313324,-1.1937336386313324,0.3622089663122215,-0.3622089663122214,3.9
4,-0.050923410068979526,0.2998430474673273,-0.4256434467161003,0.5215522579555883,1.1937336386313324,-1.1937336386313324,0.3622089663122215,-0.3622089663122214,4.5
5,-0.5014811737376441,0.5943724206757397,-0.4256434467161003,-0.19452090583340054,1.1937336386313324,-1.1937336386313324,0.3622089663122215,-0.3622089663122214,6.4
6,-0.523567338623363,0.078946017561018,-0.4256434467161003,-0.05130627307560276,1.1937336386313324,-1.1937336386313324,0.3622089663122215,-0.3622089663122214,4.4
7,-0.3247918546518933,-0.1419510123452913,-0.4256434467161003,-0.7673794368645916,1.1937336386313324,-1.1937336386313324,0.3622089663122215,-0.3622089663122214,5.0
8,-0.6516670949605324,-1.1728038185747347,-0.4256434467161003,-1.0538087023801872,1.1937336386313324,-1.1937336386313324,0.3622089663122215,-0.3622089663122214,6.4
9,-0.3424607865604684,-0.8782744453663224,-0.4256434467161003,-0.3377355385911983,1.1937336386313324,-1.1937336386313324,0.3622089663122215,-0.3622089663122214,5.3
10,-0.32037462167474956,0.0053136742589149,-0.4256434467161003,-1.0538087023801872,1.1937336386313324,-1.1937336386313324,0.3622089663122215,-0.3622089663122214,5.6
11,-0.34687801953761216,-0.2892156989494975,-0.4256434467161003,-1.6266672334113783,1.1937336386313324,-1.1937336386313324,0.3622089663122215,-0.3622089663122214,4.6
12,-0.3247918546518933,1.2570635103946677,-0.4256434467161003,-0.19452090583340054,1.1937336386313324,-1.1937336386313324,0.3622089663122215,-0.3622089663122214,5.9
13,0.22294503451393424,1.1834311670925646,-0.4256434467161003,0.09190835968219502,1.1937336386313324,-1.1937336386313324,0.3622089663122215,-0.3622089663122214,5.1
14,-0.32037462167474956,0.2998430474673273,-0.4256434467161003,-0.05130627307560276,1.1937336386313324,-1.1937336386313324,0.3622089663122215,-0.3622089663122214,4.7
15,-0.10393020579470474,-1.320068505178941,-0.4256434467161003,-0.9105940696223894,1.1937336386313324,-1.1937336386313324,0.3622089663122215,-0.3622089663122214,5.1
16,0.6072443035254423,-0.4364803855537037,-0.4256434467161003,-1.197023335137985,1.1937336386313324,-1.1937336386313324,0.3622089663122215,-0.3622089663122214,5.6
17,-0.34687801953761216,-0.7310097587621162,-0.4256434467161003,-1.197023335137985,1.1937336386313324,-1.1937336386313324,0.3622089663122215,-0.3622089663122214,5.1
18,0.27595183023965947,-0.21558335564739442,-0.4256434467161003,-0.4809501713489961,1.1937336386313324,-1.1937336386313324,0.3622089663122215,-0.3622089663122214,4.9
19,-0.34687801953761216,-0.1419510123452913,-0.4256434467161003,-1.0538087023801872,1.1937336386313324,-1.1937336386313324,0.3622089663122215,-0.3622089663122214,4.7
20,0.24944843237679695,-0.7310097587621162,-0.4256434467161003,-1.197023335137985,1.1937336386313324,-1.1937336386313324,0.3622089663122215,-0.3622089663122214,5.5
21,-0.2408644280861617,-0.2892156989494975,-0.4256434467161003,-1.4834526006535806,1.1937336386313324,-1.1937336386313324,0.3622089663122215,-0.3622089663122214,5.9
22,-0.07742680793184221,-0.3628480422516006,-0.4256434467161003,-1.4834526006535806,1.1937336386313324,-1.1937336386313324,0.3622089663122215,-0.3622089663122214,5.7
23,-0.34687801953761216,-0.4364803855537037,-0.4256434467161003,-1.4834526006535806,1.1937336386313324,-1.1937336386313324,0.3622089663122215,-0.3622089663122214,4.7
24,-0.3247918546518933,1.477960540300977,-0.4256434467161003,-0.7673794368645916,1.1937336386313324,-1.1937336386313324,0.3622089663122215,-0.3622089663122214,5.9
25,-0.32037462167474956,1.1097988237904615,-0.4256434467161003,-0.3377355385911983,1.1937336386313324,-1.1937336386313324,0.3622089663122215,-0.3622089663122214,4.1
26,-0.05534064304612336,-1.5409655350852502,0.5653282930068367,-1.3402379678957828,1.1937336386313324,-1.1937336386313324,0.3622089663122215,-0.3622089663122214,5.7
27,-0.05534064304612336,-1.0255391319705285,-0.4256434467161003,-1.197023335137985,1.1937336386313324,-1.1937336386313324,0.3622089663122215,-0.3622089663122214,5.8
28,-0.059757876023267036,-0.9519067886684255,-0.4256434467161003,-1.4834526006535806,1.1937336386313324,-1.1937336386313324,0.3622089663122215,-0.3622089663122214,5.5
