,distance,speed,temp_inside,temp_outside,gas_type_E10,gas_type_SP98,external_temp_COLD,external_temp_HOT,consume
244,-0.29387122381188696,-0.7310097587621162,0.5653282930068367,-0.19452090583340054,1.1937336386313324,-1.1937336386313324,0.3622089663122215,-0.3622089663122214,5.9
119,-0.2982884567890307,-0.1419510123452913,1.0608141628683054,-1.0538087023801872,-0.8377078165833911,0.8377078165833911,0.3622089663122215,-0.3622089663122214,5.8
285,1.2786637160512957,0.1525783608631211,0.06984242314536822,0.09190835968219503,-0.8377078165833911,0.8377078165833911,0.3622089663122215,-0.3622089663122214,4.3
195,-0.34687801953761216,-0.0683186690431882,-0.4256434467161003,0.2351229924399928,-0.8377078165833911,0.8377078165833911,0.3622089663122215,-0.3622089663122214,4.5
137,-0.34687801953761216,-0.2892156989494975,-0.4256434467161003,-0.9105940696223894,-0.8377078165833911,0.8377078165833911,0.3622089663122215,-0.3622089663122214,4.5
157,-0.34687801953761216,-0.5837450721579099,-0.4256434467161003,-0.3377355385911983,1.1937336386313324,-1.1937336386313324,0.3622089663122215,-0.3622089663122214,4.2
298,-0.14810253556614245,1.1834311670925646,0.06984242314536822,0.6647668907133861,-0.8377078165833911,0.8377078165833911,0.3622089663122215,-0.3622089663122214,4.5
36,0.01533508458817704,-0.3628480422516006,-0.4256434467161003,-1.0538087023801872,1.1937336386313324,-1.1937336386313324,0.3622089663122215,-0.3622089663122214,5.2
282,-0.1613542344975738,-0.1419510123452913,0.06984242314536822,-0.4809501713489961,-0.8377078165833911,0.8377078165833911,0.3622089663122215,-0.3622089663122214,3.8
370,-0.1613542344975738,0.078946017561018,0.06984242314536822,1.0944107889867796,-0.8377078165833911,0.8377078165833911,0.3622089663122215,-0.3622089663122214,3.6
316,0.5454030418454295,0.815269450582049,0.06984242314536822,0.5215522579555883,-0.8377078165833911,0.8377078165833911,0.3622089663122215,-0.3622089663122214,4.9
382,-0.2673678259490243,-0.6573774154600129,2.547271772452711,2.3833424838069592,-0.8377078165833911,0.8377078165833911,-2.7608372321131545,2.7608372321131545,3.7
59,-0.3247918546518933,0.7416371072799459,-0.4256434467161003,-0.4809501713489961,-0.8377078165833911,0.8377078165833911,0.3622089663122215,-0.3622089663122214,5.7
111,-0.16577146747471755,-1.2464361618768378,-0.9211293165775688,-0.6241648041067939,-0.8377078165833911,0.8377078165833911,0.3622089663122215,-0.3622089663122214,5.4
158,0.08601081222247745,0.1525783608631211,-0.4256434467161003,-0.3377355385911983,1.1937336386313324,-1.1937336386313324,0.3622089663122215,-0.3622089663122214,5.3
341,0.05950741435961475,-0.3628480422516006,0.06984242314536822,1.3808400545023751,1.1937336386313324,-1.1937336386313324,0.3622089663122215,-0.3622089663122214,3.8
6,-0.523567338623363,0.078946017561018,-0.4256434467161003,-0.05130627307560276,1.1937336386313324,-1.1937336386313324,0.3622089663122215,-0.3622089663122214,4.4
345,-0.1613542344975738,0.0053136742589149,0.06984242314536822,0.5215522579555883,1.1937336386313324,-1.1937336386313324,0.3622089663122215,-0.3622089663122214,4.0
266,-0.1613542344975738,-0.1419510123452913,0.06984242314536822,-0.19452090583340054,1.1937336386313324,-1.1937336386313324,0.3622089663122215,-0.3622089663122214,4.0
10,-0.3203746216747496,0.0053136742589149,-0.4256434467161003,-1.0538087023801872,1.1937336386313324,-1.1937336386313324,0.3622089663122215,-0.3622089663122214,5.6
365,-0.18785763236043646,0.7416371072799459,0.06984242314536822,2.096913218291364,-0.8377078165833911,0.8377078165833911,-2.7608372321131545,2.7608372321131545,4.5
103,-0.6516670949605324,-1.2464361618768378,-0.9211293165775688,0.09190835968219503,-0.8377078165833911,0.8377078165833911,0.3622089663122215,-0.3622089663122214,6.9
81,-0.6384153960291011,-0.2155833556473944,-1.912101056300506,-0.19452090583340054,-0.8377078165833911,0.8377078165833911,0.3622089663122215,-0.3622089663122214,4.5
338,-0.1613542344975738,-0.0683186690431882,0.06984242314536822,0.5215522579555883,1.1937336386313324,-1.1937336386313324,0.3622089663122215,-0.3622089663122214,4.2
231,-0.34687801953761216,0.078946017561018,0.5653282930068367,-1.4834526006535806,-0.8377078165833911,0.8377078165833911,0.3622089663122215,-0.3622089663122214,5.0
229,-0.34687801953761216,0.0053136742589149,0.5653282930068367,-1.3402379678957828,-0.8377078165833911,0.8377078165833911,0.3622089663122215,-0.3622089663122214,4.8
220,0.4128860525311164,-1.0991714752726316,0.5653282930068367,0.09190835968219503,-0.8377078165833911,0.8377078165833911,0.3622089663122215,-0.3622089663122214,4.0
363,-0.18785763236043646,-0.2155833556473944,0.06984242314536822,1.667269320017971,-0.8377078165833911,0.8377078165833911,-2.7608372321131545,2.7608372321131545,4.3
176,-0.3203746216747496,-0.2892156989494975,-0.9211293165775688,-2.3427403972003678,1.1937336386313324,-1.1937336386313324,0.3622089663122215,-0.3622089663122214,5.3
89,-0.254116127017593,-1.4673331917831471,-1.912101056300506,-0.4809501713489961,-0.8377078165833911,0.8377078165833911,0.3622089663122215,-0.3622089663122214,5.6
182,-0.3203746216747496,0.6680047639778428,0.5653282930068367,-1.4834526006535806,1.1937336386313324,-1.1937336386313324,0.3622089663122215,-0.3622089663122214,5.2
147,-0.7930185502291331,-2.056391938199972,-0.4256434467161003,-0.19452090583340054,1.1937336386313324,-1.1937336386313324,0.3622089663122215,-0.3622089663122214,10.8
219,-0.028837245183260668,1.1834311670925646,0.5653282930068367,0.8079815234711839,-0.8377078165833911,0.8377078165833911,0.3622089663122215,-0.3622089663122214,4.4
92,-0.3159573886976058,0.6680047639778428,-1.912101056300506,0.2351229924399928,-0.8377078165833911,0.8377078165833911,0.3622089663122215,-0.3622089663122214,4.0
69,-0.34687801953761216,-0.3628480422516006,-0.4256434467161003,-1.0538087023801872,-0.8377078165833911,0.8377078165833911,0.3622089663122215,-0.3622089663122214,4.5
123,-0.2408644280861617,-1.320068505178941,1.0608141628683054,-0.4809501713489961,-0.8377078165833911,0.8377078165833911,0.3622089663122215,-0.3622089663122214,5.6
96,-0.3159573886976058,1.1097988237904617,-1.912101056300506,-0.05130627307560276,-0.8377078165833911,0.8377078165833911,0.3622089663122215,-0.3622089663122214,4.2
143,-0.5589052024405132,-1.2464361618768378,-0.4256434467161003,0.8079815234711839,1.1937336386313324,-1.1937336386313324,0.3622089663122215,-0.3622089663122214,5.2
294,-0.5014811737376441,-1.1728038185747347,0.06984242314536822,1.667269320017971,-0.8377078165833911,0.8377078165833911,-2.7608372321131545,2.7608372321131545,4.9
97,-0.17460593342900516,-0.6573774154600129,,-0.3377355385911983,-0.8377078165833911,0.8377078165833911,-2.7608372321131545,2.7608372321131545,5.3
324,0.1080969771081963,-0.9519067886684256,0.06984242314536822,2.096913218291364,-0.8377078165833911,0.8377078165833911,-2.7608372321131545,2.7608372321131545,3.9
68,-0.24969889404044926,-0.1419510123452913,-0.4256434467161003,-0.4809501713489961,-0.8377078165833911,0.8377078165833911,0.3622089663122215,-0.3622089663122214,4.3
23,-0.34687801953761216,-0.4364803855537037,-0.4256434467161003,-1.4834526006535806,1.1937336386313324,-1.1937336386313324,0.3622089663122215,-0.3622089663122214,4.7
37,-0.6516670949605324,-1.1728038185747347,-0.4256434467161003,-0.7673794368645916,1.1937336386313324,-1.1937336386313324,0.3622089663122215,-0.3622089663122214,7.4
144,-0.34687801953761216,-0.3628480422516006,-0.4256434467161003,-0.19452090583340054,1.1937336386313324,-1.1937336386313324,0.3622089663122215,-0.3622089663122214,4.1
122,0.2273622674910781,0.9625341371862552,1.0608141628683054,-1.197023335137985,-0.8377078165833911,0.8377078165833911,0.3622089663122215,-0.3622089663122214,4.6
67,-0.3247918546518933,0.9625341371862552,-0.4256434467161003,-0.4809501713489961,-0.8377078165833911,0.8377078165833911,0.3622089663122215,-0.3622089663122214,5.4
177,-0.2452816610633055,0.3734753907694304,-0.9211293165775688,-2.0563111316847715,1.1937336386313324,-1.1937336386313324,0.3622089663122215,-0.3622089663122214,5.3
377,-0.13485083663471112,0.5207400773736366,0.06984242314536822,2.096913218291364,-0.8377078165833911,0.8377078165833911,-2.7608372321131545,2.7608372321131545,4.1
210,-0.8106874821377081,-1.5409655350852502,-1.912101056300506,-0.19452090583340054,-0.8377078165833911,0.8377078165833911,0.3622089663122215,-0.3622089663122214,11.5
307,-0.3424607865604684,-0.5837450721579099,0.06984242314536822,0.2351229924399928,-0.8377078165833911,0.8377078165833911,0.3622089663122215,-0.3622089663122214,5.3
223,0.2273622674910781,1.0361664804883584,0.5653282930068367,-0.05130627307560276,-0.8377078165833911,0.8377078165833911,0.3622089663122215,-0.3622089663122214,4.0
125,-0.3292090876290371,1.1097988237904617,1.0608141628683054,-1.6266672334113783,-0.8377078165833911,0.8377078165833911,0.3622089663122215,-0.3622089663122214,6.3
146,0.05067294840532724,0.2262107041652242,-0.4256434467161003,-0.19452090583340054,1.1937336386313324,-1.1937336386313324,0.3622089663122215,-0.3622089663122214,4.5
275,-0.1613542344975738,-0.1419510123452913,0.06984242314536822,-0.19452090583340054,-0.8377078165833911,0.8377078165833911,0.3622089663122215,-0.3622089663122214,4.1
86,-0.2850367578575994,0.6680047639778428,-1.912101056300506,-0.05130627307560276,-0.8377078165833911,0.8377078165833911,0.3622089663122215,-0.3622089663122214,4.3
326,-0.18785763236043646,0.078946017561018,0.06984242314536822,1.8104839527757683,1.1937336386313324,-1.1937336386313324,-2.7608372321131545,2.7608372321131545,4.5
196,0.8325231853597747,1.55159288360308,-0.4256434467161003,0.3783376251977906,-0.8377078165833911,0.8377078165833911,0.3622089663122215,-0.3622089663122214,4.8
327,-0.13926806961185495,0.078946017561018,0.06984242314536822,0.8079815234711839,1.1937336386313324,-1.1937336386313324,0.3622089663122215,-0.3622089663122214,3.9
192,-0.3336263206061809,0.078946017561018,0.06984242314536822,-1.0538087023801872,-0.8377078165833911,0.8377078165833911,0.3622089663122215,-0.3622089663122214,4.2
249,-0.3159573886976058,1.1097988237904617,0.5653282930068367,0.6647668907133861,1.1937336386313324,-1.1937336386313324,0.3622089663122215,-0.3622089663122214,4.3
366,-0.13485083663471112,0.4471077340715336,3.538243512175648,2.6697717493225546,-0.8377078165833911,0.8377078165833911,-2.7608372321131545,2.7608372321131545,4.1
183,0.536568575891142,1.2570635103946677,0.5653282930068367,-1.197023335137985,1.1937336386313324,-1.1937336386313324,0.3622089663122215,-0.3622089663122214,4.7
194,0.8546093502454936,1.404328196998874,0.06984242314536822,0.6647668907133861,-0.8377078165833911,0.8377078165833911,0.3622089663122215,-0.3622089663122214,4.1
274,0.267117364285372,0.5943724206757397,0.06984242314536822,-0.19452090583340054,-0.8377078165833911,0.8377078165833911,0.3622089663122215,-0.3622089663122214,4.9
202,-0.2673678259490243,0.1525783608631211,-2.9030727960234435,0.9511961562289816,-0.8377078165833911,0.8377078165833911,0.3622089663122215,-0.3622089663122214,4.5
340,-0.1613542344975738,0.078946017561018,0.06984242314536822,0.6647668907133861,1.1937336386313324,-1.1937336386313324,0.3622089663122215,-0.3622089663122214,4.0
129,-0.34687801953761216,0.1525783608631211,-0.4256434467161003,-2.0563111316847715,-0.8377078165833911,0.8377078165833911,0.3622089663122215,-0.3622089663122214,4.3
38,-0.34687801953761216,-1.3937008484810438,-0.4256434467161003,-0.3377355385911983,1.1937336386313324,-1.1937336386313324,0.3622089663122215,-0.3622089663122214,4.8
11,-0.34687801953761216,-0.2892156989494975,-0.4256434467161003,-1.6266672334113783,1.1937336386313324,-1.1937336386313324,0.3622089663122215,-0.3622089663122214,4.6
261,0.21411056855964675,0.5943724206757397,,0.5215522579555883,1.1937336386313324,-1.1937336386313324,-2.7608372321131545,2.7608372321131545,3.9
185,1.4111807053656087,2.287916316624111,0.5653282930068367,0.09190835968219503,1.1937336386313324,-1.1937336386313324,0.3622089663122215,-0.3622089663122214,5.0
277,-0.1613542344975738,-0.1419510123452913,0.06984242314536822,-0.6241648041067939,-0.8377078165833911,0.8377078165833911,0.3622089663122215,-0.3622089663122214,4.4
112,-0.6428326290062448,-1.5409655350852502,1.5563000327297738,-0.9105940696223894,-0.8377078165833911,0.8377078165833911,0.3622089663122215,-0.3622089663122214,8.7
179,-0.1525197685432863,-0.9519067886684256,-0.9211293165775688,-1.6266672334113783,1.1937336386313324,-1.1937336386313324,0.3622089663122215,-0.3622089663122214,5.2
290,-0.10393020579470474,-1.4673331917831471,0.06984242314536822,1.9536985855335665,-0.8377078165833911,0.8377078165833911,-2.7608372321131545,2.7608372321131545,4.1
304,-0.1613542344975738,0.0053136742589149,0.06984242314536822,-0.05130627307560276,-0.8377078165833911,0.8377078165833911,0.3622089663122215,-0.3622089663122214,3.8
117,0.14343484092534636,0.0053136742589149,1.0608141628683054,-1.0538087023801872,-0.8377078165833911,0.8377078165833911,0.3622089663122215,-0.3622089663122214,6.0
356,-0.1171819047261361,0.4471077340715336,0.06984242314536822,0.6647668907133861,-0.8377078165833911,0.8377078165833911,0.3622089663122215,-0.3622089663122214,4.2
268,-0.1613542344975738,0.0053136742589149,,-0.4809501713489961,1.1937336386313324,-1.1937336386313324,-2.7608372321131545,2.7608372321131545,3.8
375,-0.3424607865604684,-0.6573774154600129,3.04275764231418,1.0944107889867796,-0.8377078165833911,0.8377078165833911,0.3622089663122215,-0.3622089663122214,3.7
278,-0.1613542344975738,-0.0683186690431882,0.06984242314536822,-0.05130627307560276,-0.8377078165833911,0.8377078165833911,0.3622089663122215,-0.3622089663122214,4.5
350,-0.15693700152042994,-0.4364803855537037,0.06984242314536822,0.9511961562289816,-0.8377078165833911,0.8377078165833911,0.3622089663122215,-0.3622089663122214,4.8
164,1.0533848342169632,2.8033427197388328,-0.4256434467161003,-1.197023335137985,1.1937336386313324,-1.1937336386313324,0.3622089663122215,-0.3622089663122214,5.0
248,-0.3247918546518933,1.1097988237904617,0.5653282930068367,0.5215522579555883,1.1937336386313324,-1.1937336386313324,0.3622089663122215,-0.3622089663122214,5.2
136,0.16993823878820902,-1.2464361618768378,-0.4256434467161003,-0.9105940696223894,-0.8377078165833911,0.8377078165833911,0.3622089663122215,-0.3622089663122214,6.0
154,-0.34687801953761216,-0.3628480422516006,-0.4256434467161003,-0.6241648041067939,1.1937336386313324,-1.1937336386313324,0.3622089663122215,-0.3622089663122214,4.3
199,-0.5986602992348071,-1.320068505178941,-0.4256434467161003,0.2351229924399928,-0.8377078165833911,0.8377078165833911,0.3622089663122215,-0.3622089663122214,5.6
197,0.3775481887139662,0.8889017938841521,-0.4256434467161003,0.3783376251977906,-0.8377078165833911,0.8377078165833911,0.3622089663122215,-0.3622089663122214,4.6
380,-0.5014811737376441,0.7416371072799459,2.547271772452711,2.2401278510491616,-0.8377078165833911,0.8377078165833911,-2.7608372321131545,2.7608372321131545,5.0
2,-0.3733814174004749,-0.2892156989494975,-0.4256434467161003,0.5215522579555883,1.1937336386313324,-1.1937336386313324,0.3622089663122215,-0.3622089663122214,5.5
204,-0.4838122418290691,-1.0255391319705285,0.5653282930068367,0.09190835968219503,-0.8377078165833911,0.8377078165833911,0.3622089663122215,-0.3622089663122214,5.3
115,-0.6516670949605324,-1.0991714752726316,-1.4166151864390375,-1.197023335137985,-0.8377078165833911,0.8377078165833911,0.3622089663122215,-0.3622089663122214,6.3
225,-0.34687801953761216,-0.2155833556473944,0.5653282930068367,-1.197023335137985,-0.8377078165833911,0.8377078165833911,0.3622089663122215,-0.3622089663122214,4.5
228,-0.29387122381188696,-0.2892156989494975,0.5653282930068367,-1.197023335137985,-0.8377078165833911,0.8377078165833911,0.3622089663122215,-0.3622089663122214,5.7
26,-0.055340643046123364,-1.5409655350852502,0.5653282930068367,-1.3402379678957828,1.1937336386313324,-1.1937336386313324,0.3622089663122215,-0.3622089663122214,5.7
120,-0.34687801953761216,0.078946017561018,1.0608141628683054,-1.6266672334113783,-0.8377078165833911,0.8377078165833911,0.3622089663122215,-0.3622089663122214,5.1
297,0.04183848245103973,-0.2892156989494975,0.06984242314536822,1.3808400545023751,-0.8377078165833911,0.8377078165833911,0.3622089663122215,-0.3622089663122214,4.1
224,-0.2982884567890307,-0.5837450721579099,0.5653282930068367,-0.4809501713489961,-0.8377078165833911,0.8377078165833911,0.3622089663122215,-0.3622089663122214,5.1
233,-0.6384153960291011,-0.2892156989494975,0.5653282930068367,-0.4809501713489961,-0.8377078165833911,0.8377078165833911,0.3622089663122215,-0.3622089663122214,4.6
305,0.06392464733675858,-0.6573774154600129,0.06984242314536822,-0.19452090583340054,-0.8377078165833911,0.8377078165833911,0.3622089663122215,-0.3622089663122214,5.1
333,3.588876563097488,3.3187691228535545,1.5563000327297738,1.5240546872601728,1.1937336386313324,-1.1937336386313324,0.3622089663122215,-0.3622089663122214,4.7
127,-0.5677396683948007,0.2998430474673273,2.0517859025912424,-1.3402379678957828,-0.8377078165833911,0.8377078165833911,0.3622089663122215,-0.3622089663122214,4.3
74,-0.35571248549189977,-1.2464361618768378,-0.4256434467161003,-0.7673794368645916,-0.8377078165833911,0.8377078165833911,0.3622089663122215,-0.3622089663122214,5.0
312,0.00650061863388953,1.0361664804883584,0.06984242314536822,0.8079815234711839,-0.8377078165833911,0.8377078165833911,0.3622089663122215,-0.3622089663122214,4.0
29,-0.055340643046123364,-0.5101127288558068,-0.4256434467161003,-1.0538087023801872,1.1937336386313324,-1.1937336386313324,0.3622089663122215,-0.3622089663122214,5.7
83,-0.3247918546518933,1.1097988237904617,-1.912101056300506,-0.19452090583340054,-0.8377078165833911,0.8377078165833911,0.3622089663122215,-0.3622089663122214,5.2
320,0.2582828983310845,-1.0991714752726316,0.06984242314536822,2.2401278510491616,-0.8377078165833911,0.8377078165833911,-2.7608372321131545,2.7608372321131545,3.6
107,-0.6516670949605324,-1.1728038185747347,-0.9211293165775688,-1.4834526006535806,-0.8377078165833911,0.8377078165833911,0.3622089663122215,-0.3622089663122214,6.5
239,-0.12159913770327993,0.4471077340715336,0.5653282930068367,-0.3377355385911983,1.1937336386313324,-1.1937336386313324,0.3622089663122215,-0.3622089663122214,4.5
246,-0.29387122381188696,-0.3628480422516006,0.5653282930068367,-0.05130627307560276,1.1937336386313324,-1.1937336386313324,0.3622089663122215,-0.3622089663122214,5.7
133,-0.34687801953761216,0.078946017561018,-0.4256434467161003,-1.197023335137985,-0.8377078165833911,0.8377078165833911,0.3622089663122215,-0.3622089663122214,4.5
184,-0.3247918546518933,0.9625341371862552,0.5653282930068367,-0.4809501713489961,1.1937336386313324,-1.1937336386313324,0.3622089663122215,-0.3622089663122214,5.1
281,-0.18785763236043646,0.078946017561018,0.06984242314536822,0.6647668907133861,-0.8377078165833911,0.8377078165833911,0.3622089663122215,-0.3622089663122214,4.6
